elapsed_s,FRET_mA,FRET_V,DAMPER_mA,DAMPER_V,PICK_mA,PICK_V
10.968,0.00,10.87,696.25,0.00,-1.25,1.36
10.987,0.00,9.73,631.25,0.00,0.00,1.35
11.010,-7.50,10.04,590.00,2.23,0.00,1.34
11.030,2.50,9.88,726.25,0.00,0.00,1.34
11.050,0.00,9.42,448.75,0.00,0.00,1.35
11.070,1.25,10.17,808.75,0.00,0.00,1.34
11.092,1.25,9.57,860.00,0.00,-1.25,1.33
11.114,0.00,11.20,876.25,0.00,-1.25,1.38
11.142,0.00,9.95,627.50,0.00,0.00,1.36
11.170,0.00,9.83,522.50,0.00,-1.25,1.33
11.196,-1.25,10.04,368.75,1.67,-2.50,1.32
11.218,1.25,10.03,882.50,0.00,0.00,1.31
11.238,1.25,10.60,-41.25,0.00,0.00,1.33
11.260,1.25,10.20,872.50,0.00,-1.25,1.35
11.280,0.00,9.46,692.50,0.00,-1.25,1.36
11.300,1.25,10.33,686.25,0.00,-1.25,1.37
11.325,-1.25,9.70,766.25,1.24,-1.25,1.36
11.349,1.25,10.15,885.00,0.00,1.25,1.34
11.372,1.25,9.49,556.25,0.00,0.00,1.32
11.396,6.25,10.06,673.75,0.00,1.25,1.32
11.422,0.00,10.15,673.75,0.00,-2.50,1.38
11.446,-97.50,9.93,342.50,0.00,0.00,1.35
11.469,2.50,10.08,42.50,0.00,0.00,1.35
11.491,1.25,10.25,880.00,0.00,-1.25,1.33
11.514,0.00,9.45,517.50,0.00,0.00,1.34
11.533,0.00,10.15,680.00,0.00,0.00,1.33
11.553,-1.25,9.60,880.00,0.00,0.00,1.33
11.572,0.00,10.08,27.50,0.00,1.25,1.34
11.592,1.25,9.99,867.50,0.00,0.00,1.34
11.612,5.00,10.04,502.50,0.00,0.00,1.34
11.632,2.50,10.02,668.75,0.00,0.00,1.34
11.652,0.00,9.56,780.00,0.00,0.00,1.31
11.678,-152.50,9.94,767.50,0.00,0.00,1.39
11.701,0.00,9.61,703.75,0.00,0.00,1.40
11.721,-156.25,10.04,497.50,0.00,0.00,1.31
11.740,0.00,9.63,358.75,0.00,-1.25,1.31
11.760,1.25,11.62,676.25,0.00,0.00,1.32
11.780,1.25,9.78,696.25,0.00,0.00,1.33
11.800,1.25,10.16,676.25,0.00,0.00,1.31
11.819,0.00,9.95,885.00,0.00,0.00,1.31
11.839,1.25,9.48,597.50,0.00,1.25,1.31
11.858,1.25,10.38,685.00,0.00,0.00,1.32
11.878,1.25,9.81,866.25,0.00,-1.25,1.32
11.897,1.25,10.13,708.75,0.85,-1.25,1.40
11.924,1.25,9.69,876.25,0.00,0.00,1.36
11.949,1.25,10.18,347.50,0.00,-2.50,1.35
11.968,-1.25,9.93,831.25,0.00,-1.25,1.36
11.988,0.00,10.04,368.75,0.00,0.00,1.36
12.007,0.00,9.93,451.25,0.00,-1.25,1.36
12.027,1.25,9.54,740.00,1.14,-1.25,1.38
12.046,70.00,10.03,470.00,0.00,0.00,1.37
12.066,0.00,9.64,468.75,0.00,0.00,1.37
12.085,1.25,10.48,645.00,0.00,2.50,1.38
12.104,1.25,9.84,742.50,0.00,0.00,1.38
12.124,1.25,9.80,367.50,0.00,1.25,1.40
12.143,2.50,11.28,873.75,0.00,0.00,1.39
12.163,-1.25,9.51,695.00,0.00,0.00,1.39
12.183,1.25,10.33,686.25,0.00,-1.25,1.39
12.204,1.25,9.67,770.00,0.00,0.00,1.39
12.223,1.25,10.20,666.25,0.00,0.00,1.39
12.244,0.00,10.08,737.50,0.00,0.00,1.39
12.264,0.00,9.71,507.50,0.00,-1.25,1.38
12.283,0.00,10.11,883.75,0.00,0.00,1.40
12.302,0.00,9.50,722.50,0.00,-1.25,1.40
12.322,1.25,10.03,101.25,0.00,0.00,1.33
12.341,0.00,9.76,870.00,0.00,1.25,1.35
12.360,1.25,10.17,685.00,0.00,-1.25,1.36
12.380,10.00,9.96,757.50,0.00,1.25,1.31
12.399,1.25,9.49,850.00,0.00,0.00,1.31
12.419,2.50,11.04,693.75,0.00,0.00,1.31
12.439,0.00,9.62,776.25,0.00,1.25,1.32
12.458,0.00,11.73,687.50,0.00,-1.25,1.32
12.478,2.50,9.80,741.25,0.00,-1.25,1.31
12.497,1.25,9.38,500.00,0.00,-1.25,1.31
12.518,2.50,10.19,890.00,0.00,0.00,1.35
12.541,0.00,9.77,678.75,0.00,-1.25,1.36
12.570,0.00,9.84,875.00,0.00,-1.25,1.33
12.596,-6.25,10.18,496.25,0.00,0.00,1.40
12.622,1.25,9.71,610.00,0.00,0.00,1.36
12.649,0.00,11.55,588.75,0.00,0.00,1.32
12.676,1.25,9.48,458.75,0.00,0.00,1.33
12.715,0.00,9.70,831.25,0.00,0.00,1.31
12.738,-6.25,10.04,28.75,2.57,1.25,1.32
12.757,1.25,9.85,428.75,0.00,-1.25,1.32
12.777,1.25,10.08,487.50,0.00,-1.25,1.32
12.798,0.00,10.00,722.50,0.00,0.00,1.32
12.817,0.00,9.67,871.25,0.00,0.00,1.32
12.837,0.00,10.25,281.25,0.00,1.25,1.32
12.856,1.25,9.70,677.50,0.00,-2.50,1.32
12.876,1.25,11.64,672.50,0.00,1.25,1.32
12.895,0.00,9.85,720.00,0.00,0.00,1.33
12.914,0.00,9.43,501.25,0.00,-1.25,1.33
12.935,0.00,10.49,732.50,0.00,-1.25,1.39
12.961,0.00,9.66,521.25,0.00,0.00,1.39
12.984,0.00,9.90,888.75,0.00,0.00,1.37
13.006,0.00,9.44,618.75,0.00,0.00,1.38
13.025,1.25,10.88,687.50,0.00,0.00,1.38
13.045,1.25,9.64,862.50,0.00,-1.25,1.38
13.064,0.00,10.14,362.50,0.00,-1.25,1.39
13.084,1.25,9.93,882.50,0.00,-1.25,1.39
13.103,0.00,9.47,40.00,1.13,0.00,1.39
13.123,-150.00,10.04,612.50,0.00,0.00,1.39
13.142,0.00,9.60,867.50,0.00,0.00,1.40
13.162,22.50,10.04,521.25,0.00,0.00,1.40
13.182,0.00,9.72,811.25,0.00,1.25,1.38
13.204,-6.25,10.04,27.50,0.00,-1.25,1.38
13.224,0.00,9.82,423.75,0.00,0.00,1.38
13.244,1.25,10.07,707.50,0.00,0.00,1.39
13.263,2.50,9.98,717.50,0.00,-1.25,1.39
13.284,1.25,9.54,870.00,0.00,1.25,1.39
13.303,5.00,10.04,296.25,0.00,-1.25,1.39
13.323,0.00,9.69,711.25,0.00,-1.25,1.40
13.342,1.25,11.51,683.75,0.00,-2.50,1.40
13.362,2.50,9.85,721.25,0.00,0.00,1.40
13.381,2.50,9.42,133.75,0.00,0.00,1.32
13.401,0.00,11.35,883.75,0.00,-1.25,1.33
13.420,0.00,9.58,732.50,0.00,-1.25,1.35
13.440,2.50,10.07,418.75,0.00,0.00,1.31
13.460,0.00,9.89,865.00,0.00,-1.25,1.31
13.479,51.25,10.04,498.75,0.00,0.00,1.31
13.498,1.25,9.96,587.50,0.00,1.25,1.32
13.518,0.00,9.53,875.00,0.00,-1.25,1.32
13.537,-3.75,10.04,311.25,0.00,-1.25,1.32
13.556,-1.25,9.65,556.25,0.00,-1.25,1.32
13.576,0.00,10.86,662.50,1.46,0.00,1.32
13.596,0.00,9.79,716.25,0.00,-2.50,1.32
13.616,1.25,9.84,382.50,0.00,0.00,1.32
13.635,0.00,11.57,817.50,0.00,0.00,1.33
13.655,1.25,9.52,728.75,0.00,0.00,1.31
13.683,0.00,10.01,885.00,0.00,1.25,1.39
13.705,2.50,9.94,690.00,0.00,1.25,1.36
13.729,-317.50,9.95,717.50,0.00,-1.25,1.35
13.749,0.00,9.51,875.00,0.13,0.00,1.35
13.770,-2.50,10.03,318.75,0.00,0.00,1.35
13.789,0.00,9.65,550.00,0.00,-1.25,1.35
13.809,0.00,11.34,688.75,0.00,0.00,1.35
13.829,1.25,9.84,705.00,0.00,-1.25,1.36
13.848,1.25,9.63,263.75,0.00,0.00,1.36
13.868,2.50,11.62,885.00,0.00,0.00,1.37
13.887,1.25,9.51,725.00,0.00,-2.50,1.35
13.908,0.00,10.75,172.50,0.00,-1.25,1.37
13.927,1.25,9.67,858.75,0.00,0.00,1.37
13.947,1.25,10.13,136.25,0.00,0.00,1.35
13.969,0.00,9.78,888.75,0.00,-1.25,1.36
13.988,1.25,10.44,-245.00,0.00,-1.25,1.34
14.013,0.00,9.84,753.75,0.00,-1.25,1.32
14.037,3.75,10.06,167.50,0.00,1.25,1.32
14.057,0.00,9.97,760.00,0.00,0.00,1.33
14.076,0.00,9.69,857.50,0.00,0.00,1.32
14.095,-137.50,10.04,513.75,0.00,-1.25,1.32
14.115,1.25,9.68,701.25,0.00,0.00,1.33
14.134,1.25,11.42,682.50,0.00,0.00,1.33
14.154,0.00,9.83,761.25,0.00,0.00,1.34
14.173,-1.25,9.40,337.50,0.00,-1.25,1.34
14.195,-98.75,9.93,803.75,0.00,0.00,1.33
14.216,-1.25,9.48,713.75,0.03,-2.50,1.31
14.239,-1.25,10.15,527.50,0.00,0.00,1.31
14.260,1.25,9.57,861.25,0.00,0.00,1.31
14.279,1.25,10.04,526.25,0.00,0.00,1.31
14.299,1.25,9.75,693.75,0.00,0.00,1.31
14.318,3.75,11.54,693.75,0.16,1.25,1.31
14.338,-1.25,9.87,781.25,0.00,0.00,1.32
14.357,2.50,9.46,393.75,0.00,-1.25,1.32
14.376,0.00,11.60,692.50,0.00,0.00,1.32
14.396,1.25,9.61,740.00,0.00,-1.25,1.33
14.415,0.00,10.12,227.50,0.00,-2.50,1.32
14.435,0.00,9.88,883.75,0.00,0.00,1.33
14.454,0.00,10.08,32.50,0.00,-2.50,1.33
14.473,1.25,10.02,523.75,0.00,0.00,1.33
14.493,0.00,9.67,860.00,0.00,-1.25,1.33
14.513,-162.50,10.04,526.25,0.00,0.00,1.34
14.532,0.00,9.74,692.50,0.00,0.00,1.34
14.551,10.00,10.04,483.75,0.14,1.25,1.34
14.572,1.25,9.88,782.50,0.00,0.00,1.35
14.591,1.25,9.43,706.25,0.00,0.00,1.34
14.611,1.25,10.03,711.25,0.00,0.00,1.34
14.630,0.00,9.57,740.00,0.00,0.00,1.35
14.650,1.25,10.14,657.50,1.34,-1.25,1.33
14.674,2.50,9.70,865.00,0.00,-1.25,1.33
14.695,18.75,10.03,520.00,2.55,0.00,1.33
14.714,0.00,9.80,445.00,0.00,1.25,1.33
14.735,1.25,10.76,-88.75,0.00,0.00,1.31
14.759,1.25,10.04,867.50,0.00,0.00,1.31
14.779,1.25,10.08,522.50,0.00,0.00,1.31
14.799,0.00,10.07,547.50,0.00,-1.25,1.32
14.818,0.00,9.66,881.25,0.00,0.00,1.32
14.838,62.50,10.04,36.25,0.00,1.25,1.31
14.857,0.00,9.73,501.25,0.00,0.00,1.31
14.878,0.00,10.16,478.75,0.00,-1.25,1.31
14.898,0.00,9.88,722.50,0.00,0.00,1.32
14.917,1.25,9.46,805.00,0.00,0.00,1.32
14.936,7.50,11.04,743.75,0.00,0.00,1.33
14.956,0.00,9.60,730.00,0.00,-1.25,1.32
14.975,1.25,11.75,677.50,0.00,-1.25,1.32
14.995,1.25,9.77,705.00,0.00,-1.25,1.32
15.015,0.00,10.18,222.50,0.00,0.00,1.33
15.036,1.25,9.84,761.25,0.00,0.00,1.31
15.061,2.50,10.04,542.50,0.00,0.00,1.39
15.083,1.25,9.92,877.50,0.00,-2.50,1.39
15.103,0.00,9.39,572.50,1.79,0.00,1.39
15.122,56.25,10.03,161.25,0.00,-1.25,1.37
15.148,0.00,9.47,597.50,0.00,0.00,1.35
15.168,0.00,11.60,692.50,0.00,-1.25,1.35
15.188,1.25,9.60,738.75,0.00,0.00,1.35
15.209,-1.25,11.35,685.00,0.00,1.25,1.35
15.229,1.25,9.75,703.75,0.00,0.00,1.35
15.249,2.50,10.17,135.00,0.00,1.25,1.35
15.270,1.25,9.86,775.00,0.00,-2.50,1.35
15.291,-1.25,9.41,652.50,0.00,-2.50,1.35
15.310,0.00,11.00,848.75,0.00,-2.50,1.34
15.330,1.25,9.54,741.25,0.00,1.25,1.35
15.349,0.00,10.69,661.25,0.00,0.00,1.35
15.369,0.00,9.93,885.00,0.00,0.00,1.35
15.388,-147.50,10.04,46.25,0.00,-1.25,1.36
15.408,0.00,9.96,878.75,0.00,-1.25,1.36
15.428,1.25,9.44,558.75,1.15,0.00,1.35
15.450,0.00,10.48,888.75,0.00,-1.25,1.35
15.469,-1.25,9.54,880.00,0.00,-1.25,1.36
15.489,1.25,10.04,37.50,0.00,0.00,1.36
15.508,2.50,9.76,863.75,0.00,0.00,1.36
15.529,-138.75,10.04,507.50,0.00,-1.25,1.35
15.548,0.00,9.93,703.75,0.00,0.00,1.37
15.568,0.00,9.55,732.50,0.30,0.00,1.36
15.587,8.75,10.03,187.50,0.00,0.00,1.36
15.607,1.25,9.60,825.00,0.00,-1.25,1.35
15.630,8.75,10.03,497.50,0.00,0.00,1.34
15.654,1.25,9.57,435.00,0.00,-1.25,1.36
15.689,-1.25,9.72,873.75,0.00,-1.25,1.38
15.728,1.25,10.01,841.25,0.00,-1.25,1.39
15.765,1.25,11.27,607.50,0.00,0.00,1.32
15.799,0.00,9.47,28.75,0.00,-1.25,1.35
15.833,1.25,9.66,556.25,0.00,0.00,1.38
15.864,-1.25,11.08,728.75,0.00,-1.25,1.32
15.896,0.00,10.17,692.50,0.74,-1.25,1.38
15.925,0.00,9.66,690.00,0.00,0.00,1.32
15.957,1.25,11.49,525.00,0.00,0.00,1.36
15.989,1.25,10.08,700.00,0.00,-1.25,1.32
16.017,1.25,9.70,733.75,0.00,1.25,1.37
16.046,8.75,10.04,657.50,0.00,-2.50,1.32
16.081,1.25,10.06,697.50,2.45,-1.25,1.34
16.121,0.00,10.19,682.50,0.00,0.00,1.36
16.173,2.50,10.05,715.00,0.00,0.00,1.31
16.220,0.00,11.09,671.25,0.00,0.00,1.32
16.257,0.00,9.81,745.00,0.00,0.00,1.35
16.290,1.25,10.15,860.00,0.00,0.00,1.31
16.322,3.75,10.79,678.75,2.35,1.25,1.35
16.351,1.25,9.56,720.00,0.00,1.25,1.31
16.381,0.00,10.10,771.25,0.00,-1.25,1.35
16.412,2.50,10.15,-283.75,0.00,-1.25,1.31
16.441,1.25,9.75,806.25,0.00,-1.25,1.35
16.471,12.50,10.03,317.50,0.00,0.00,1.32
16.500,1.25,11.02,617.50,0.00,-1.25,1.36
16.528,0.00,9.76,880.00,0.00,-1.25,1.39
16.565,1.25,10.15,887.50,0.00,-1.25,1.33
16.593,1.25,9.62,373.75,0.00,1.25,1.32
16.618,1.25,10.01,685.00,0.00,0.00,1.32
16.641,1.25,10.57,700.00,0.00,0.00,1.39
16.671,1.25,9.76,310.00,0.00,0.00,1.31
16.700,0.00,11.39,636.25,0.00,0.00,1.37
16.725,0.00,9.73,860.00,0.00,-1.25,1.34
16.751,0.00,10.04,842.50,0.00,-1.25,1.34
16.772,0.00,9.57,647.50,0.00,-2.50,1.33
16.794,0.00,10.03,523.75,0.00,0.00,1.31
16.820,-1.25,9.50,392.50,0.00,0.00,1.38
16.845,53.75,10.03,690.00,0.00,0.00,1.38
16.866,1.25,9.56,875.00,0.00,0.00,1.36
16.890,0.00,10.26,525.00,0.00,0.00,1.35
16.910,0.00,9.53,815.00,0.00,0.00,1.35
16.931,1.25,10.04,160.00,0.00,-1.25,1.34
16.951,1.25,9.80,876.25,0.00,0.00,1.34
16.970,1.25,10.04,605.00,2.42,-2.50,1.35
16.990,0.00,9.94,475.00,0.00,-1.25,1.35
17.009,0.00,9.63,782.50,0.00,0.00,1.35
17.029,-7.50,10.04,605.00,0.00,-1.25,1.36
17.048,0.00,9.65,607.50,0.00,-1.25,1.36
17.068,1.25,11.64,710.00,0.46,0.00,1.35
17.089,1.25,9.77,732.50,0.00,0.00,1.36
17.109,0.00,11.41,701.25,0.98,-1.25,1.33
17.135,1.25,9.75,366.25,0.00,-1.25,1.38
17.164,1.25,10.14,-105.00,0.00,-1.25,1.38
17.184,0.00,9.78,875.00,0.00,0.00,1.38
17.207,1.25,11.61,680.00,0.00,1.25,1.34
17.233,0.00,9.73,881.25,0.00,-1.25,1.31
17.260,0.00,10.07,603.75,0.00,1.25,1.39
17.282,1.25,9.62,882.50,0.00,-1.25,1.40
17.302,1.25,11.34,687.50,0.00,-1.25,1.38
17.325,0.00,9.63,866.25,0.00,0.00,1.37
17.348,2.50,10.11,-117.50,0.00,0.00,1.35
17.369,1.25,9.72,877.50,0.00,0.00,1.35
17.389,0.00,10.11,51.25,0.00,1.25,1.36
17.408,0.00,10.15,873.75,0.00,0.00,1.35
17.430,1.25,9.42,533.75,0.00,0.00,1.35
17.450,2.50,10.15,621.25,0.00,1.25,1.36
17.469,-1.25,9.57,747.50,0.00,0.00,1.36
17.489,0.00,10.07,-88.75,0.00,0.00,1.35
17.508,2.50,9.90,851.25,0.00,0.00,1.35
17.528,-1.25,10.64,547.50,2.58,0.00,1.36
17.547,-155.00,9.96,466.25,0.00,-1.25,1.36
17.567,-1.25,9.52,841.25,0.00,1.25,1.35
17.590,1.25,10.06,612.50,0.00,-1.25,1.35
17.611,1.25,9.52,830.00,0.00,-1.25,1.35
17.631,0.00,10.18,-145.00,0.00,0.00,1.35
17.653,-1.25,9.41,-12.50,0.00,-1.25,1.33
17.694,2.50,9.72,388.75,0.00,0.00,1.33
17.720,0.00,10.04,132.50,1.18,-1.25,1.34
17.739,0.00,9.80,591.25,0.00,-1.25,1.39
17.763,1.25,10.17,526.25,0.00,0.00,1.39
17.786,-1.25,9.77,730.00,0.00,0.00,1.35
17.811,-1.25,10.04,540.00,0.00,1.25,1.33
17.840,-1.25,9.63,845.00,0.77,0.00,1.37
17.868,0.00,10.51,757.50,0.00,0.00,1.33
17.893,1.25,9.70,863.75,0.00,0.00,1.31
17.918,0.00,10.82,893.75,0.00,-1.25,1.38
17.948,-1.25,10.15,648.75,0.00,0.00,1.34
17.972,1.25,9.78,625.00,0.00,1.25,1.34
17.993,2.50,11.50,557.50,2.50,0.00,1.33
18.014,2.50,9.93,511.25,0.00,0.00,1.33
18.033,0.00,9.48,798.75,0.00,0.00,1.33
18.053,1.25,10.04,582.50,0.00,0.00,1.33
18.072,1.25,9.62,451.25,0.00,-1.25,1.33
18.095,-1.25,10.03,502.50,0.00,0.00,1.33
18.114,0.00,9.72,721.25,0.00,-1.25,1.33
18.134,0.00,10.14,696.25,0.00,-1.25,1.33
18.153,1.25,9.90,742.50,0.00,0.00,1.33
18.174,0.00,9.44,262.50,0.00,-2.50,1.33
18.197,5.00,9.98,882.50,0.00,0.00,1.38
18.225,0.00,10.55,586.25,2.39,0.00,1.35
18.250,1.25,9.85,808.75,0.00,0.00,1.33
18.274,1.25,11.53,676.25,0.00,0.00,1.31
18.299,1.25,9.75,880.00,0.00,-2.50,1.31
18.318,1.25,10.04,701.25,0.03,0.00,1.31
18.339,-1.25,9.91,806.25,0.00,-1.25,1.39
18.364,-1.25,10.08,2.50,0.00,1.25,1.39
18.384,1.25,10.02,763.75,0.00,-1.25,1.38
18.403,0.00,9.46,762.50,0.21,-2.50,1.40
18.423,1.25,10.37,121.25,0.00,1.25,1.38
18.444,1.25,9.76,865.00,0.00,-1.25,1.39
18.463,2.50,10.04,528.75,0.00,-1.25,1.39
18.483,0.00,9.82,881.25,0.00,0.00,1.39
18.502,7.50,11.04,708.75,0.57,-1.25,1.39
18.522,-162.50,10.03,716.25,0.00,0.00,1.39
18.541,-1.25,9.56,865.00,0.00,-1.25,1.40
18.561,-6.25,10.03,680.00,0.00,0.00,1.31
18.580,1.25,9.72,711.25,0.00,1.25,1.32
18.600,2.50,11.59,677.50,0.00,1.25,1.33
18.620,0.00,9.91,733.75,0.00,0.00,1.34
18.640,0.00,9.40,-17.50,0.00,0.00,1.39
18.664,1.25,9.84,697.50,0.00,0.00,1.39
18.704,1.25,10.33,878.75,0.00,0.00,1.33
18.733,1.25,10.06,416.25,0.00,-1.25,1.32
18.757,0.00,9.97,881.25,0.00,0.00,1.32
18.780,1.25,10.09,481.25,0.00,0.00,1.33
18.802,1.25,9.94,873.75,0.00,-1.25,1.40
18.823,1.25,9.48,662.50,0.00,0.00,1.34
18.852,0.00,9.80,863.75,0.00,0.00,1.39
18.883,0.00,10.15,690.00,0.89,1.25,1.35
18.912,0.00,9.55,692.50,0.00,0.00,1.32
18.938,1.25,10.00,881.25,0.00,-1.25,1.40
18.966,1.25,10.54,466.25,0.00,-1.25,1.33
18.993,1.25,9.85,672.50,0.00,0.00,1.36
19.023,-1.25,11.67,683.75,0.00,1.25,1.35
19.052,-1.25,9.48,716.25,0.00,0.00,1.31
19.080,2.50,9.96,882.50,0.00,-1.25,1.37
19.107,0.00,11.47,695.00,0.00,-1.25,1.35
19.129,115.00,9.93,757.50,0.00,-1.25,1.34
19.151,0.00,9.61,628.75,0.00,0.00,1.31
19.180,-1.25,9.78,887.50,0.00,-1.25,1.35
19.213,-158.75,10.04,867.50,0.00,0.00,1.39
19.245,1.25,10.06,42.50,0.00,-1.25,1.32
19.277,1.25,9.64,411.25,0.00,0.00,1.34
19.317,0.00,9.80,873.75,0.00,-1.25,1.33
19.358,5.00,9.87,756.25,0.00,0.00,1.31
19.406,1.25,9.79,882.50,0.00,0.00,1.40
19.443,2.50,10.03,192.50,0.00,-1.25,1.33
19.475,-1.25,9.38,556.25,0.00,-1.25,1.40
19.508,1.25,9.83,851.25,0.00,-1.25,1.33
19.536,-5.00,10.09,857.50,0.00,0.00,1.38
19.570,0.00,9.73,213.75,0.00,0.00,1.39
19.601,0.00,9.67,648.75,0.00,0.00,1.33
19.635,1.25,9.78,701.25,0.00,1.25,1.33
19.698,0.00,9.73,881.25,0.00,1.25,1.35
19.734,0.00,9.79,417.50,0.00,0.00,1.35
19.771,0.00,11.74,883.75,0.00,0.00,1.37
19.809,1.25,10.55,428.75,0.00,-1.25,1.40
19.845,2.50,9.44,682.50,0.99,0.00,1.32
19.878,1.25,9.75,882.50,0.00,-1.25,1.34
19.912,1.25,9.91,820.00,0.00,-1.25,1.36
19.952,1.25,10.25,710.00,0.00,-1.25,1.33
19.993,0.00,10.04,671.25,1.35,-1.25,1.34
20.031,0.00,9.44,631.25,0.00,0.00,1.33
20.061,0.00,9.78,368.75,0.00,0.00,1.35
20.095,-5.00,10.03,-68.75,0.00,0.00,1.37
20.123,-1.25,9.50,592.50,2.38,-1.25,1.35
20.154,2.50,9.83,877.50,0.00,0.00,1.39
20.185,56.25,11.77,880.00,0.00,-1.25,1.32
20.219,-1.25,9.95,408.75,0.00,0.00,1.34
20.251,0.00,9.79,536.25,0.00,0.00,1.36
20.280,1.25,10.13,766.25,0.00,-1.25,1.35
20.310,0.00,9.40,238.75,0.00,1.25,1.32
20.340,1.25,10.03,871.25,0.00,-2.50,1.36
20.370,1.25,10.04,-8.75,0.00,0.00,1.32
20.402,1.25,9.39,30.00,0.00,1.25,1.34
20.441,1.25,9.50,40.00,0.00,0.00,1.39
20.483,0.00,9.65,716.25,0.00,0.00,1.33
20.517,0.00,11.14,882.50,0.00,0.00,1.38
20.546,1.25,10.14,536.25,0.79,0.00,1.32
20.576,0.00,9.68,883.75,0.00,0.00,1.34
20.615,0.00,9.80,871.25,0.00,0.00,1.34
20.664,1.25,9.65,741.25,0.00,0.00,1.37
20.710,2.50,9.83,718.75,0.00,0.00,1.31
20.741,1.25,10.04,508.75,0.00,0.00,1.33
20.789,1.25,9.84,697.50,0.00,0.00,1.31
20.841,1.25,10.03,876.25,0.00,0.00,1.36
20.872,1.25,9.85,683.75,0.00,-1.25,1.40
20.901,1.25,9.64,855.00,0.00,-1.25,1.32
20.939,0.00,9.83,722.50,0.00,-1.25,1.34
20.982,2.50,9.93,882.50,0.00,1.25,1.38
21.021,-1.25,10.05,82.50,0.00,1.25,1.36
21.048,0.00,9.56,877.50,0.65,-1.25,1.32
21.076,1.25,9.92,668.75,0.00,0.00,1.40
21.106,0.00,10.30,646.25,0.00,-1.25,1.34
21.137,0.00,9.62,868.75,0.00,-1.25,1.35
21.174,1.25,9.94,871.25,0.00,-1.25,1.39
21.206,0.00,11.86,700.00,0.00,0.00,1.34
21.235,0.00,9.47,107.50,0.00,0.00,1.37
21.266,0.00,10.05,775.00,0.00,0.00,1.33
21.294,11.25,10.04,-315.00,0.00,-1.25,1.40
21.324,1.25,9.53,810.00,0.00,-1.25,1.34
21.354,-165.00,10.03,298.75,0.00,2.50,1.37
21.386,1.25,10.03,12.50,0.00,0.00,1.34
21.413,0.00,9.69,882.50,0.00,-1.25,1.40
21.444,0.00,10.79,728.75,0.00,0.00,1.35
21.471,0.00,9.43,22.50,0.00,-1.25,1.33
21.499,1.25,9.90,776.25,0.00,1.25,1.31
21.542,1.25,9.87,882.50,0.00,0.00,1.33
21.579,78.75,9.96,277.50,0.00,-1.25,1.33
21.616,1.25,10.72,57.50,0.00,0.00,1.35
21.648,0.00,9.65,742.50,0.00,-1.25,1.35
21.692,1.25,9.59,876.25,0.00,1.25,1.38
21.725,-2.50,9.97,726.25,0.00,-1.25,1.33
21.758,0.00,10.03,520.00,0.00,-1.25,1.34
21.793,0.00,9.43,108.75,0.00,0.00,1.37
21.834,1.25,10.14,703.75,0.00,-1.25,1.36
21.893,-1.25,10.15,-88.75,0.00,0.00,1.33
21.938,0.00,11.53,560.00,0.18,0.00,1.32
21.980,1.25,9.67,-90.00,0.00,1.25,1.32
22.024,1.25,9.41,12.50,1.72,0.00,1.39
22.070,1.25,9.50,211.25,0.00,1.25,1.33
22.116,2.50,10.03,627.50,1.11,0.00,1.38
22.168,0.00,9.73,261.25,2.42,-1.25,1.38
22.210,2.50,9.43,372.50,0.00,-1.25,1.35
22.252,0.00,9.59,867.50,1.53,-1.25,1.39
22.284,2.50,11.39,866.25,0.00,0.00,1.36
22.309,0.00,9.50,631.25,0.00,0.00,1.34
22.331,0.00,10.06,726.25,0.00,0.00,1.33
22.353,1.25,9.44,470.00,0.00,0.00,1.32
22.379,116.25,9.94,886.25,0.00,0.00,1.36
22.410,0.00,10.04,578.75,2.31,1.25,1.34
22.434,2.50,9.78,733.75,0.00,1.25,1.31
22.459,0.00,11.45,686.25,0.14,0.00,1.39
22.483,0.00,9.72,741.25,0.00,-1.25,1.35
22.513,67.50,10.14,885.00,0.00,0.00,1.38
22.545,-13.75,10.04,676.25,0.00,0.00,1.32
22.576,1.25,9.65,725.00,0.00,-2.50,1.39
22.605,0.00,10.08,880.00,0.00,-3.75,1.31
22.639,0.00,11.76,677.50,0.00,-1.25,1.37
