elapsed_s,FRET_mA,FRET_V,DAMPER_mA,DAMPER_V,PICK_mA,PICK_V
34.376,-1.25,9.93,525.00,0.00,0.00,0.82
34.400,-1.25,9.37,30.00,0.00,0.00,0.82
34.423,1.25,9.89,723.75,0.00,-1.25,0.82
34.445,1.25,10.08,680.00,0.20,0.00,0.82
34.466,5.00,10.02,766.25,0.00,-1.25,0.82
34.486,0.00,9.65,857.50,0.00,-1.25,0.82
34.510,1.25,10.17,726.25,0.00,0.00,0.82
34.531,-1.25,9.77,768.75,0.00,0.00,0.82
34.550,-5.00,10.03,190.00,0.00,-1.25,0.82
34.569,0.00,9.77,705.00,0.00,-1.25,0.82
34.590,5.00,10.04,605.00,2.19,-2.50,0.82
34.610,0.00,9.92,582.50,0.00,-2.50,0.82
34.630,2.50,9.60,792.50,0.53,0.00,0.82
34.649,-1.25,10.02,721.25,0.00,0.00,0.81
34.668,1.25,9.63,501.25,0.00,-1.25,0.82
34.688,0.00,11.72,703.75,0.00,-1.25,0.81
34.707,1.25,9.77,717.50,0.00,1.25,0.82
34.727,1.25,10.15,116.25,0.00,0.00,0.81
34.747,1.25,9.98,730.00,0.00,0.00,0.81
34.768,1.25,9.47,275.00,0.00,1.25,0.81
34.787,0.00,11.72,688.75,0.00,0.00,0.81
34.807,1.25,9.62,692.50,0.00,-1.25,0.81
34.826,0.00,10.03,518.75,0.00,-1.25,0.81
34.846,0.00,9.87,882.50,0.00,0.00,0.81
34.865,1.25,9.98,202.50,0.00,-2.50,0.81
34.888,0.00,10.02,876.25,0.00,-1.25,0.81
34.910,0.00,9.40,-281.25,0.00,1.25,0.81
34.932,0.00,10.00,760.00,0.00,1.25,0.81
34.952,1.25,9.54,811.25,0.00,0.00,0.81
34.974,3.75,10.03,716.25,0.00,1.25,0.81
34.997,0.00,9.48,793.75,0.00,-1.25,0.81
35.021,1.25,10.22,877.50,0.00,1.25,0.81
35.043,2.50,9.54,698.75,0.00,-1.25,0.81
35.063,2.50,11.25,705.00,0.09,0.00,0.81
35.082,1.25,9.69,780.00,0.00,0.00,0.81
35.103,1.25,10.53,681.25,0.00,1.25,0.81
35.122,1.25,9.91,748.75,0.00,-1.25,0.81
35.142,0.00,9.37,668.75,0.00,-2.50,0.81
35.161,1.25,10.16,881.25,0.00,2.50,0.81
35.182,1.25,9.51,718.75,0.00,0.00,0.81
35.202,0.00,10.43,-200.00,0.00,-1.25,0.81
35.221,1.25,9.77,862.50,0.00,0.00,0.81
35.241,5.00,10.04,521.25,1.95,-1.25,0.81
35.261,1.25,9.88,883.75,0.00,-1.25,0.81
35.281,0.00,9.61,791.25,0.98,-1.25,0.81
35.300,11.25,10.02,650.00,0.00,-1.25,0.81
35.320,0.00,9.60,863.75,0.00,1.25,0.81
35.339,-6.25,10.03,701.25,0.00,0.00,0.81
35.359,2.50,9.76,700.00,0.00,-1.25,0.81
35.384,6.25,10.05,470.00,0.00,-1.25,0.81
35.405,0.00,9.85,862.50,0.00,0.00,0.81
35.425,0.00,10.14,251.25,0.00,-1.25,0.81
35.445,-1.25,9.95,533.75,0.00,1.25,0.81
35.466,1.25,9.39,113.75,0.00,0.00,0.81
35.485,0.00,10.88,41.25,0.00,-1.25,0.81
35.505,0.00,9.67,871.25,0.00,-1.25,0.81
35.525,7.50,10.03,-55.00,0.00,1.25,0.81
35.548,1.25,9.62,870.00,0.00,0.00,0.81
35.568,2.50,10.18,48.75,0.00,0.00,0.81
35.588,0.00,9.73,766.25,0.00,0.00,0.81
35.610,2.50,10.14,-313.75,0.00,0.00,0.81
35.629,2.50,10.00,880.00,0.00,1.25,0.81
35.649,2.50,9.46,736.25,2.23,0.00,0.81
35.668,0.00,10.10,170.00,0.00,0.00,0.81
35.688,0.00,9.85,867.50,0.00,1.25,0.81
35.707,-161.25,10.03,497.50,0.00,-1.25,0.81
35.728,1.25,9.80,880.00,0.00,0.00,0.81
35.748,3.75,10.04,703.75,0.76,1.25,0.81
35.767,-1.25,9.96,677.50,0.00,-1.25,0.81
35.788,-1.25,9.66,858.75,0.00,-1.25,0.81
35.808,58.75,10.03,512.50,0.00,-1.25,0.81
35.827,1.25,9.66,633.75,0.00,0.00,0.81
35.846,0.00,11.10,670.00,0.00,0.00,0.81
35.866,0.00,9.81,746.25,0.00,0.00,0.81
35.885,-1.25,10.27,232.50,0.00,0.00,0.80
35.905,-2.50,11.40,880.00,0.00,1.25,0.81
35.924,1.25,9.54,707.50,0.00,-1.25,0.81
35.943,1.25,10.18,432.50,0.00,-1.25,0.81
35.963,2.50,9.90,878.75,0.00,-1.25,0.80
35.983,-3.75,10.33,38.75,0.00,0.00,0.81
36.008,1.25,9.75,693.75,0.00,0.00,0.80
36.032,5.00,10.05,492.50,0.00,-1.25,0.80
36.057,0.00,9.68,700.00,0.00,0.00,0.80
36.077,0.00,10.16,-62.50,0.00,-1.25,0.80
36.097,1.25,9.80,750.00,0.00,-1.25,0.80
36.122,-2.50,10.04,476.25,0.00,0.00,0.80
36.145,0.00,9.85,571.25,0.00,0.00,0.80
36.170,0.00,10.95,671.25,0.00,0.00,0.80
36.190,0.00,9.83,716.25,0.00,-1.25,0.80
36.210,0.00,9.69,422.50,0.00,-1.25,0.80
36.230,1.25,11.52,776.25,0.00,0.00,0.80
36.251,1.25,9.52,440.00,0.00,1.25,0.80
36.271,0.00,11.57,702.50,0.00,-1.25,0.80
36.294,0.00,9.59,508.75,0.00,1.25,0.80
36.317,1.25,10.10,70.00,0.00,0.00,0.80
36.342,0.00,9.51,746.25,0.17,1.25,0.80
36.367,-160.00,9.87,871.25,0.00,0.00,0.80
36.398,1.25,10.04,143.75,1.26,0.00,0.80
36.421,1.25,9.96,862.50,0.00,0.00,0.80
36.443,1.25,10.08,267.50,0.00,-1.25,0.80
36.468,1.25,9.87,468.75,0.00,-1.25,0.80
36.491,-103.75,10.03,108.75,0.00,0.00,0.80
36.513,0.00,10.05,883.75,0.00,0.00,0.80
36.538,0.00,11.46,690.00,0.00,-1.25,0.80
36.559,1.25,9.89,721.25,0.00,0.00,0.80
36.579,0.00,9.46,738.75,0.10,0.00,0.80
36.599,-1.25,10.03,742.50,0.00,-1.25,0.80
36.618,1.25,9.61,675.00,0.00,-2.50,0.80
36.638,0.00,11.58,697.50,0.00,0.00,0.80
36.657,0.00,9.74,712.50,0.00,0.00,0.80
36.677,1.25,10.06,500.00,0.00,0.00,0.80
36.696,0.00,10.02,890.00,0.00,0.00,0.80
36.716,-1.25,9.48,736.25,0.00,0.00,0.80
36.737,2.50,10.33,456.25,0.00,0.00,0.80
36.756,0.00,9.81,842.50,0.00,-1.25,0.80
36.775,-10.00,10.03,508.75,0.00,-1.25,0.80
36.797,-1.25,9.74,876.25,0.00,-1.25,0.80
36.816,1.25,10.07,40.00,0.00,-2.50,0.80
36.837,0.00,10.01,866.25,0.00,0.00,0.80
36.857,1.25,9.43,528.75,0.21,0.00,0.80
36.876,-141.25,10.03,530.00,0.00,-1.25,0.80
36.896,2.50,9.68,880.00,0.00,-1.25,0.80
36.915,1.25,10.03,428.75,0.53,0.00,0.80
36.935,1.25,9.81,425.00,0.00,0.00,0.80
36.955,-1.25,11.55,696.25,0.00,-1.25,0.80
36.974,-162.50,10.03,697.50,0.00,-1.25,0.80
36.994,-1.25,9.52,417.50,0.00,0.00,0.80
37.013,2.50,11.58,686.25,0.00,0.00,0.80
37.037,0.00,9.51,857.50,0.00,0.00,0.80
37.072,1.25,9.78,745.00,0.00,0.00,0.80
37.096,1.25,10.17,637.50,0.00,-1.25,0.80
37.116,2.50,9.93,737.50,0.00,2.50,0.80
37.135,0.00,9.47,398.75,0.00,-1.25,0.80
37.154,1.25,11.59,656.25,0.00,-1.25,0.80
37.174,0.00,9.68,752.50,0.00,0.00,0.79
37.193,1.25,10.08,230.00,0.00,0.00,0.79
37.212,-1.25,9.87,881.25,0.00,0.00,0.79
37.232,-1.25,9.57,341.25,1.75,0.00,0.79
37.251,-166.25,10.03,320.00,0.00,0.00,0.80
37.271,0.00,9.61,863.75,0.00,0.00,0.79
37.290,-5.00,10.03,515.00,2.67,0.00,0.79
37.312,1.25,9.69,877.50,0.00,0.00,0.79
37.332,3.75,10.03,691.25,0.83,-1.25,0.79
37.351,1.25,9.86,677.50,0.00,0.00,0.79
37.371,1.25,9.44,635.00,0.00,-1.25,0.79
37.397,0.00,9.77,780.00,0.00,-1.25,0.79
37.421,0.00,11.49,666.25,0.00,0.00,0.79
37.441,10.00,9.90,727.50,0.00,0.00,0.79
37.460,1.25,9.43,227.50,0.00,-1.25,0.79
37.480,0.00,10.28,701.25,0.00,0.00,0.79
37.500,-1.25,9.62,727.50,0.00,0.00,0.79
37.523,2.50,10.04,542.50,0.00,-1.25,0.79
37.555,1.25,9.51,522.50,1.36,0.00,0.79
37.581,2.50,9.83,670.00,0.00,0.00,0.79
37.607,3.75,10.04,503.75,0.00,0.00,0.79
37.630,0.00,9.97,770.00,0.00,0.00,0.79
37.655,0.00,11.76,672.50,0.00,-1.25,0.79
37.679,2.50,9.81,886.25,0.00,0.00,0.79
37.704,1.25,11.64,685.00,0.00,0.00,0.79
37.725,0.00,9.77,726.25,0.00,0.00,0.79
37.746,1.25,10.21,681.25,0.00,1.25,0.79
37.766,0.00,9.93,738.75,0.00,-1.25,0.79
37.785,1.25,9.47,215.00,0.00,0.00,0.79
37.805,1.25,11.62,767.50,0.00,-1.25,0.79
37.827,1.25,9.56,701.25,0.00,0.00,0.79
37.846,1.25,10.14,685.00,0.09,-1.25,0.79
37.866,0.00,9.76,773.75,0.00,0.00,0.79
37.885,-1.25,10.32,6.25,0.00,-2.50,0.79
37.905,0.00,10.13,870.00,0.00,0.00,0.79
37.924,1.25,9.53,562.50,0.00,0.00,0.79
37.944,0.00,10.06,256.25,0.00,-1.25,0.79
37.963,1.25,9.69,880.00,0.00,0.00,0.79
37.982,7.50,10.04,668.75,1.55,0.00,0.79
38.002,0.00,9.85,557.50,0.00,-2.50,0.79
38.021,1.25,9.43,656.25,0.00,0.00,0.79
38.041,-158.75,10.03,750.00,0.00,0.00,0.79
38.063,0.00,9.54,853.75,0.00,-1.25,0.79
38.083,5.00,10.03,23.75,0.00,-1.25,0.79
38.103,0.00,9.64,327.50,0.00,-1.25,0.79
38.125,55.00,10.03,525.00,0.00,0.00,0.79
38.145,-1.25,9.76,732.50,0.00,1.25,0.79
38.164,0.00,10.19,587.50,0.00,0.00,0.79
38.184,3.75,9.96,756.25,0.00,0.00,0.79
38.203,1.25,9.49,691.25,0.00,1.25,0.79
38.223,1.25,11.15,695.00,0.00,1.25,0.79
38.242,-1.25,9.61,718.75,0.00,2.50,0.79
38.261,0.00,10.14,75.00,0.00,0.00,0.79
38.281,0.00,9.99,881.25,0.00,0.00,0.79
38.300,1.25,9.86,30.00,0.00,0.00,0.79
38.323,1.25,10.18,875.00,0.00,0.00,0.79
38.342,-1.25,9.46,717.50,0.00,0.00,0.79
38.361,1.25,10.12,70.00,0.00,0.00,0.79
38.381,2.50,9.60,735.00,0.00,-1.25,0.79
38.401,0.00,11.84,683.75,0.00,1.25,0.79
38.426,0.00,9.66,758.75,0.00,-1.25,0.79
38.446,1.25,11.56,666.25,0.00,0.00,0.79
38.465,0.00,10.00,730.00,0.00,0.00,0.78
38.485,-1.25,9.40,-465.00,0.00,-1.25,0.78
38.505,1.25,11.86,868.75,0.00,0.00,0.78
38.524,2.50,9.54,725.00,0.00,1.25,0.79
38.544,0.00,10.15,-260.00,0.00,-1.25,0.78
38.565,0.00,9.86,880.00,0.00,0.00,0.78
38.585,5.00,10.04,47.50,0.00,-2.50,0.78
38.604,1.25,9.92,872.50,0.00,-1.25,0.78
38.624,2.50,9.38,742.50,0.05,0.00,0.78
38.643,-1.25,10.15,673.75,0.00,0.00,0.78
38.666,1.25,9.48,745.00,1.71,1.25,0.78
38.685,1.25,10.03,-12.50,0.00,0.00,0.78
38.705,2.50,9.74,865.00,0.00,0.00,0.78
38.726,1.25,10.04,516.25,0.00,-1.25,0.78
38.745,0.00,9.84,882.50,0.00,0.00,0.78
38.765,-1.25,10.22,681.25,0.72,0.00,0.78
38.784,2.50,10.02,697.50,0.00,1.25,0.78
38.804,1.25,9.56,865.00,0.00,-1.25,0.78
38.823,-6.25,10.03,700.00,0.00,0.00,0.78
38.843,0.00,9.73,705.00,0.00,-1.25,0.78
38.862,1.25,10.12,695.00,0.00,-1.25,0.78
38.882,-1.25,9.88,880.00,0.00,0.00,0.78
38.901,0.00,9.41,386.25,0.00,-1.25,0.78
38.921,1.25,11.68,866.25,0.00,0.00,0.78
38.940,0.00,9.80,865.00,0.00,0.00,0.78
38.960,2.50,10.03,522.50,0.00,-1.25,0.78
38.979,1.25,9.81,877.50,0.00,-1.25,0.78
38.999,7.50,10.04,323.75,0.57,-1.25,0.78
39.018,1.25,9.98,525.00,0.00,-1.25,0.78
39.039,0.00,9.64,865.00,0.00,1.25,0.78
39.059,50.00,10.02,680.00,0.00,0.00,0.78
39.079,1.25,9.62,870.00,0.00,0.00,0.78
39.099,0.00,10.03,630.00,2.11,0.00,0.78
39.119,1.25,9.76,558.75,0.00,0.00,0.78
39.142,13.75,10.03,281.25,0.00,-1.25,0.78
39.168,0.00,9.69,647.50,0.00,0.00,0.78
39.188,0.00,11.75,690.00,0.00,-2.50,0.78
39.207,2.50,9.83,733.75,0.00,0.00,0.78
39.227,0.00,9.41,516.25,0.00,0.00,0.78
39.246,1.25,10.14,885.00,0.00,-1.25,0.78
39.266,-1.25,9.55,742.50,0.00,-1.25,0.78
39.285,0.00,10.08,31.25,0.00,0.00,0.78
39.304,0.00,9.79,860.00,0.00,0.00,0.78
39.324,-1.25,10.03,486.25,0.00,0.00,0.78
39.345,2.50,9.92,668.75,0.00,0.00,0.78
39.366,0.00,9.40,723.75,2.41,0.00,0.78
39.391,3.75,9.87,766.25,0.00,0.00,0.78
39.411,1.25,9.42,551.25,0.00,0.00,0.78
39.431,1.25,10.03,707.50,0.00,0.00,0.78
39.451,1.25,9.59,782.50,0.00,0.00,0.78
39.470,-1.25,10.32,670.00,0.00,-1.25,0.78
39.490,1.25,9.88,726.25,0.00,0.00,0.78
39.510,-1.25,10.04,553.75,0.00,-1.25,0.78
39.529,0.00,9.96,881.25,0.00,0.00,0.78
39.549,1.25,9.43,620.00,1.23,0.00,0.78
39.568,0.00,10.27,146.25,0.00,0.00,0.78
39.589,1.25,9.76,863.75,0.00,0.00,0.78
39.609,5.00,10.03,341.25,1.82,0.00,0.78
39.629,0.00,9.79,393.75,0.00,-1.25,0.78
39.648,0.00,11.60,703.75,1.05,-1.25,0.78
39.668,1.25,9.91,627.50,0.00,-1.25,0.78
39.688,1.25,9.49,736.25,0.00,-2.50,0.78
39.708,1.25,10.04,601.25,0.00,-1.25,0.77
39.727,0.00,9.62,691.25,0.00,0.00,0.78
39.747,2.50,11.60,698.75,0.00,-2.50,0.77
39.766,1.25,9.89,763.75,0.00,-1.25,0.78
39.785,1.25,10.08,22.50,0.00,-1.25,0.77
39.805,0.00,10.75,877.50,0.00,0.00,0.77
39.824,1.25,9.49,866.25,0.00,-1.25,0.77
39.846,1.25,10.13,451.25,0.00,0.00,0.77
39.865,0.00,9.79,761.25,0.00,0.00,0.77
39.885,5.00,10.04,-65.00,0.00,0.00,0.78
39.907,0.00,9.75,865.00,0.00,0.00,0.77
39.926,1.25,10.09,512.50,0.00,0.00,0.77
39.946,1.25,9.98,880.00,0.00,-1.25,0.77
39.965,0.00,9.63,872.50,0.10,0.00,0.77
39.985,-1.25,10.51,38.75,0.00,0.00,0.77
40.006,2.50,9.71,870.00,0.00,0.00,0.77
40.025,0.00,10.03,491.25,0.00,-1.25,0.77
40.044,0.00,9.81,536.25,0.00,0.00,0.77
40.064,0.00,11.44,692.50,0.00,0.00,0.77
40.083,-155.00,9.94,742.50,0.00,-1.25,0.77
40.104,0.00,9.53,485.00,0.00,0.00,0.77
40.124,3.75,10.02,666.25,0.00,-1.25,0.77
40.144,1.25,9.65,691.25,0.00,-1.25,0.77
40.163,1.25,10.14,680.00,0.09,-1.25,0.77
40.187,1.25,9.75,872.50,0.00,0.00,0.77
40.213,0.00,10.88,680.00,0.00,-1.25,0.77
40.232,0.00,9.71,887.50,0.00,-1.25,0.77
40.252,0.00,10.05,37.50,0.00,0.00,0.77
40.271,1.25,9.96,873.75,0.00,1.25,0.77
40.291,1.25,9.44,860.00,0.00,-2.50,0.77
40.310,1.25,10.16,426.25,0.00,1.25,0.77
40.331,1.25,9.79,875.00,0.00,-1.25,0.77
40.350,15.00,10.03,292.50,0.00,-1.25,0.77
40.370,1.25,9.79,626.25,0.00,1.25,0.77
40.393,13.75,10.04,540.00,0.00,0.00,0.77
40.413,-1.25,9.90,885.00,0.00,-1.25,0.77
40.433,0.00,9.37,152.50,0.00,-1.25,0.77
40.452,2.50,10.20,441.25,0.00,0.00,0.77
40.472,0.00,9.73,868.75,0.00,-1.25,0.77
40.492,6.25,10.03,476.25,0.08,-2.50,0.77
40.511,0.00,9.75,457.50,0.00,-1.25,0.77
40.531,0.00,11.42,670.00,0.00,0.00,0.77
40.550,2.50,9.89,731.25,0.00,0.00,0.77
40.570,1.25,9.43,290.00,0.00,-1.25,0.77
40.590,0.00,10.13,792.50,0.00,0.00,0.77
40.610,0.00,9.57,687.50,0.00,-1.25,0.77
40.630,1.25,11.35,698.75,0.08,1.25,0.77
40.651,2.50,9.72,785.00,0.00,0.00,0.77
40.670,1.25,10.66,675.00,0.00,0.00,0.77
40.690,1.25,9.90,877.50,0.00,0.00,0.77
40.709,1.25,9.44,528.75,0.00,-1.25,0.77
40.729,-1.25,10.16,772.50,0.00,-1.25,0.77
40.748,3.75,9.78,873.75,0.00,1.25,0.77
40.768,-3.75,10.04,86.25,0.00,0.00,0.77
40.787,2.50,9.81,868.75,0.00,0.00,0.77
40.806,0.00,11.49,692.50,0.00,0.00,0.77
40.826,1.25,9.97,752.50,0.00,-1.25,0.77
40.845,0.00,9.50,875.00,0.00,0.00,0.77
40.865,0.00,10.04,688.75,0.00,-1.25,0.77
40.885,1.25,9.68,775.00,0.00,0.00,0.77
40.904,0.00,10.55,625.00,0.00,1.25,0.77
40.923,0.00,9.99,872.50,0.00,0.00,0.77
40.943,0.00,9.74,-210.00,0.00,-1.25,0.77
40.963,1.25,10.09,882.50,0.00,-1.25,0.77
40.983,0.00,9.50,721.25,0.85,0.00,0.77
41.002,-1.25,10.03,36.25,0.00,0.00,0.77
41.022,1.25,9.76,868.75,0.00,0.00,0.77
41.041,5.00,10.03,526.25,2.69,1.25,0.77
41.060,1.25,9.89,436.25,0.00,0.00,0.77
41.080,1.25,9.46,761.25,0.00,-1.25,0.77
41.100,-152.50,10.03,651.25,0.00,-1.25,0.77
41.122,1.25,9.43,-206.25,0.00,0.00,0.76
41.149,-1.25,9.87,866.25,0.00,0.00,0.76
41.177,-1.25,10.13,-17.50,0.00,-1.25,0.76
41.198,1.25,10.02,887.50,0.00,-1.25,0.76
41.222,1.25,11.06,470.00,0.06,0.00,0.76
41.248,1.25,9.97,565.00,0.00,0.00,0.76
41.272,-1.25,11.79,698.75,0.00,0.00,0.76
41.293,0.00,9.88,468.75,0.00,0.00,0.76
41.315,1.25,10.06,702.50,0.78,0.00,0.76
41.338,-1.25,9.97,868.75,0.00,-1.25,0.76
41.362,1.25,11.11,677.50,1.96,0.00,0.76
41.393,0.00,9.65,875.00,0.00,0.00,0.76
41.418,6.25,11.55,680.00,0.00,0.00,0.76
41.447,1.25,9.45,386.25,0.00,0.00,0.76
41.474,1.25,10.54,842.50,0.00,-1.25,0.76
41.497,1.25,9.60,38.75,1.77,-1.25,0.76
41.522,0.00,10.13,876.25,0.00,0.00,0.76
41.542,1.25,9.44,745.00,2.05,0.00,0.76
41.562,1.25,10.12,18.75,0.00,0.00,0.76
41.582,0.00,9.59,873.75,0.00,0.00,0.76
41.603,0.00,10.06,561.25,0.00,0.00,0.76
41.626,-1.25,9.63,703.75,0.00,-1.25,0.76
41.648,0.00,10.75,697.50,0.00,0.00,0.76
41.669,0.00,9.77,523.75,0.00,-1.25,0.76
41.689,-1.25,11.50,677.50,0.00,-1.25,0.76
41.708,7.50,9.91,870.00,0.00,1.25,0.76
41.728,1.25,9.45,677.50,0.00,-1.25,0.76
41.747,0.00,10.42,687.50,0.00,0.00,0.76
41.767,1.25,9.62,780.00,0.00,0.00,0.76
41.787,1.25,10.20,32.50,0.00,-1.25,0.76
41.806,1.25,9.98,861.25,0.00,0.00,0.76
41.826,1.25,10.05,518.75,0.00,-1.25,0.76
41.845,0.00,10.11,883.75,0.00,0.00,0.76
41.865,-1.25,9.41,347.50,0.00,0.00,0.76
41.889,2.50,11.80,878.75,0.00,-1.25,0.76
41.908,2.50,9.55,731.25,0.00,-1.25,0.76
41.929,0.00,10.14,570.00,0.00,-1.25,0.76
41.949,1.25,9.83,878.75,0.00,0.00,0.76
41.968,1.25,10.04,121.25,0.00,0.00,0.76
41.988,1.25,9.94,863.75,0.00,0.00,0.76
42.009,0.00,9.38,646.25,2.02,-1.25,0.76
42.028,0.00,10.14,426.25,0.00,0.00,0.76
42.048,2.50,9.71,876.25,0.00,0.00,0.76
42.068,-7.50,10.04,22.50,0.00,0.00,0.76
42.088,-1.25,9.77,871.25,0.00,-1.25,0.76
42.108,5.00,10.04,512.50,0.00,0.00,0.76
42.132,1.25,9.74,730.00,0.00,0.00,0.76
42.153,1.25,10.13,-23.75,0.00,-1.25,0.76
42.173,1.25,10.10,865.00,0.00,0.00,0.76
42.193,1.25,9.43,673.75,0.38,-1.25,0.76
42.212,1.25,10.13,191.25,0.00,-1.25,0.76
42.232,1.25,9.58,843.75,0.00,-1.25,0.76
42.252,-1.25,10.03,112.50,0.51,-1.25,0.76
42.274,1.25,9.62,702.50,0.00,-1.25,0.76
42.301,65.00,10.30,806.25,0.00,-1.25,0.76
42.326,-1.25,9.55,431.25,0.00,0.00,0.76
42.348,0.00,11.60,663.75,0.00,1.25,0.75
42.367,2.50,9.67,708.75,0.00,0.00,0.76
42.397,-1.25,10.56,687.50,0.00,-1.25,0.76
42.418,0.00,9.62,706.25,0.00,0.00,0.76
42.438,0.00,10.26,677.50,0.00,-1.25,0.75
42.458,0.00,9.72,708.75,0.00,0.00,0.75
42.479,1.25,10.13,237.50,0.00,0.00,0.75
42.499,0.00,9.95,825.00,0.00,-1.25,0.75
42.520,-1.25,9.42,395.00,0.00,0.00,0.76
42.543,53.75,9.94,683.75,0.00,0.00,0.75
42.565,0.00,9.95,33.75,0.00,0.00,0.75
42.592,1.25,9.83,500.00,0.00,-1.25,0.75
42.618,-156.25,10.51,670.00,0.00,0.00,0.76
42.647,0.00,9.60,776.25,0.00,0.00,0.75
42.675,55.00,10.03,550.00,0.00,-2.50,0.75
42.701,1.25,9.46,287.50,0.00,-1.25,0.75
42.723,0.00,11.50,687.50,0.00,0.00,0.75
42.746,0.00,9.56,681.25,0.00,1.25,0.75
42.765,2.50,10.03,33.75,2.37,-1.25,0.75
42.787,1.25,9.64,530.00,0.00,0.00,0.75
42.808,1.25,10.48,686.25,0.00,0.00,0.75
42.829,1.25,9.77,485.00,0.00,0.00,0.75
42.850,0.00,10.04,637.50,0.00,-1.25,0.75
42.871,0.00,9.91,877.50,0.00,1.25,0.75
42.893,0.00,10.07,332.50,0.00,0.00,0.75
42.916,0.00,9.89,757.50,0.00,0.00,0.75
42.935,1.25,9.43,766.25,0.00,-2.50,0.75
42.958,-1.25,10.03,877.50,0.00,0.00,0.75
42.977,0.00,9.57,632.50,0.00,0.00,0.75
42.998,0.00,11.62,696.25,0.29,0.00,0.75
43.020,1.25,9.64,545.00,0.00,0.00,0.75
43.042,6.25,10.03,236.25,0.27,0.00,0.75
43.064,2.50,9.87,877.50,0.00,1.25,0.75
43.084,13.75,10.34,682.50,1.74,-1.25,0.75
43.103,1.25,9.88,547.50,0.00,0.00,0.75
43.122,0.00,9.47,635.00,0.00,0.00,0.75
43.142,2.50,10.03,766.25,0.00,0.00,0.75
43.166,1.25,9.43,875.00,0.60,1.25,0.75
43.187,2.50,10.22,41.25,0.00,1.25,0.75
43.206,1.25,9.80,863.75,0.00,-1.25,0.75
43.226,-97.50,10.03,533.75,0.00,-1.25,0.75
43.245,0.00,9.81,786.25,0.00,0.00,0.75
43.265,0.00,11.21,696.25,0.00,0.00,0.75
43.284,188.75,9.95,753.75,0.00,0.00,0.75
43.304,0.00,9.48,752.50,0.00,-1.25,0.75
43.329,0.00,10.13,538.75,0.00,-1.25,0.75
43.353,-1.25,9.44,223.75,0.00,-1.25,0.75
43.379,1.25,9.93,883.75,0.00,0.00,0.75
43.401,0.00,9.67,-97.50,0.00,0.00,0.75
43.424,1.25,9.94,875.00,0.00,-1.25,0.75
43.444,0.00,9.46,703.75,0.00,0.00,0.75
43.465,0.00,11.19,677.50,0.00,-1.25,0.75
43.484,1.25,9.61,731.25,0.00,-1.25,0.75
43.504,-1.25,10.48,41.25,0.00,-1.25,0.75
43.524,0.00,9.83,870.00,0.00,0.00,0.75
43.544,1.25,10.08,520.00,0.00,-1.25,0.75
43.563,1.25,10.07,520.00,0.00,0.00,0.75
43.583,1.25,9.71,818.75,0.59,-1.25,0.75
43.603,-167.50,10.03,36.25,0.00,-1.25,0.75
43.622,-1.25,9.70,861.25,0.00,-1.25,0.75
43.642,-5.00,10.04,680.00,0.87,0.00,0.75
43.663,2.50,9.81,873.75,0.00,-2.50,0.74
43.687,0.00,10.06,577.50,0.00,0.00,0.74
43.709,2.50,9.80,782.50,0.00,0.00,0.74
43.728,0.00,10.12,-248.75,0.00,1.25,0.74
43.748,0.00,10.19,888.75,0.00,-1.25,0.74
43.768,2.50,9.47,678.75,0.86,0.00,0.74
43.787,0.00,11.13,103.75,0.00,0.00,0.74
43.807,1.25,9.77,860.00,0.00,-1.25,0.74
43.827,60.00,10.03,507.50,2.68,0.00,0.74
43.846,1.25,9.87,485.00,0.00,0.00,0.74
43.866,0.00,9.44,656.25,0.72,-1.25,0.74
43.885,2.50,10.04,682.50,0.00,0.00,0.74
43.905,1.25,9.59,863.75,0.00,0.00,0.74
43.924,1.25,10.03,516.25,0.00,1.25,0.74
43.946,1.25,9.68,595.00,0.00,-1.25,0.74
43.966,1.25,10.82,627.50,0.00,0.00,0.74
43.985,1.25,9.83,748.75,0.00,1.25,0.74
44.005,0.00,9.42,402.50,0.00,0.00,0.74
44.024,15.00,10.00,836.25,0.00,-1.25,0.74
44.045,0.00,9.52,660.00,0.00,0.00,0.74
44.065,1.25,11.00,687.50,0.04,0.00,0.74
44.085,0.00,9.64,751.25,0.00,0.00,0.74
44.104,0.00,10.08,675.00,0.00,-1.25,0.74
44.124,1.25,10.08,873.75,0.00,0.00,0.74
44.143,2.50,9.40,520.00,0.00,-1.25,0.74
44.164,-1.25,10.12,887.50,0.00,-1.25,0.74
44.185,1.25,9.47,571.25,0.00,-1.25,0.74
44.206,0.00,11.59,700.00,0.00,-1.25,0.74
44.225,1.25,9.62,863.75,0.00,-1.25,0.74
44.245,2.50,10.17,243.75,0.00,-1.25,0.74
44.265,1.25,9.98,873.75,0.00,-1.25,0.74
44.284,1.25,9.93,42.50,1.55,-2.50,0.74
44.304,2.50,10.02,587.50,0.00,0.00,0.74
44.323,0.00,9.63,860.00,0.00,0.00,0.74
44.343,6.25,10.03,542.50,0.00,0.00,0.74
44.367,1.25,9.55,750.00,0.00,-1.25,0.74
44.403,0.00,9.82,873.75,0.00,0.00,0.74
44.426,-2.50,10.04,-70.00,0.00,0.00,0.74
44.448,1.25,9.91,877.50,0.00,1.25,0.74
44.468,1.25,9.37,30.00,0.00,-1.25,0.74
44.488,2.50,10.18,871.25,0.00,-1.25,0.74
44.508,1.25,9.71,680.00,0.00,-1.25,0.74
